number,title
26396,Cross-Country Romance
26397,Mrs. Pym of Scotland Yard
26398,Hidden Gold
26399,"Oi, kallis Suomenmaa"
26400,Marianela
26401,The Chinese Den
26402,Blondie Plays Cupid
26403,Lightning Strikes West
26404,Baron Munchhausen
26405,Shina no yoru (ato)
26406,Girl in 313
26407,Bowery Boy
26408,Band Waggon
26409,¡Que viene mi marido!
26410,Tante Pose
26411,Podnyataya tselina
26412,Queen of the Yukon
26413,Stage to Chino
26414,The Fargo Kid
26415,Pioneers of the Frontier
26416,Manon Lescaut
26417,For Beauty's Sake
26418,João Ratão
26419,Chasing Trouble
26420,Pride of the Bowery
26421,Jail Birds
26422,Feitiço do Império
26423,"I Can't Give You Anything But Love, Baby"
26424,Sailors Don't Care
26425,Phantom Raiders
26426,West of Carson City
26427,Granny Get Your Gun
26428,Adventure in Diamonds
26429,Four Shall Die
26430,Queen of the Mob
26431,Shooting High
26432,"Ride, Tenderfoot, Ride"
26433,Muzykalnaya istoriya
26434,Sibiryaki
26435,You're Not So Tough
26436,A Night at Earl Carroll's
26437,Souls in Pawn
26438,Grandpa Goes to Town
26439,Let's Make Music
26440,You Will Remember
26441,Keeping Company
26442,Romance of the Rio Grande
26443,Gambling on the High Seas
26444,So You Won't Talk
26445,Zanzibar
26446,Knights of the Range
26447,River's End
26448,Isle of Destiny
26449,The Way of All Flesh
26450,Always a Bride
26451,La Dolores
26452,Men Against the Sky
26453,The Cheyenne Kid
26454,The Notorious Elinor Lee
26455,The Marines Fly High
26456,Margie
26457,El monje loco
26458,Wild Horse Valley
26459,The Ghost Comes Home
26460,Travelling Actors
26461,Sailor's Lady
26462,Hit Parade of 1941
26463,Santa Fe Marshal
26464,Dívka v modrém
26465,I'm Nobody's Sweetheart Now
26466,Lucky Cisco Kid
26467,Double Alibi
26468,Kampf um Norwegen - Feldzug 1940
26469,Veseley nas net
26470,Jennie
26471,The Bride Wore Crutches
26472,Sporting Blood
26473,Sauce for the Gander
26474,George and Margaret
26475,Riders of Black Mountain
26476,The Mysterious Mr. Davis
26477,Young Bill Hickok
26478,Seventeen
26479,Tugboat Annie Sails Again
26480,The Cowboy from Sundown
26481,El secreto de la monja
26482,Moya lyubov
26483,Private Affairs
26484,The Courageous Dr. Christian
26485,He Married His Wife
26486,They Came by Night
26487,Pier 13
26488,We Who Are Young
26489,Opened by Mistake
26490,Cafe Hostess
26491,In Old Missouri
26492,The Fight for Life
26493,Il ponte dei sospiri
26494,Miente y serás feliz
26495,Im Schatten des Berges
26496,Zindagi
26497,Tanya
26498,Stagecoach War
26499,7 Jahre Pech
26500,The Showdown
26501,The Secret Seven
26502,Curtain Call
26503,Phantom Rancher
26504,Grand Ole Opry
26505,Babicka
26506,Enoken's Sun Wukong
26507,En tiempos de Don Porfirio
26508,Glamour for Sale
26509,Under Texas Skies
26510,Pour le maillot jaune
26511,Blyge Anton
26512,L'émigrante
26513,Cita en la frontera
26514,Meet the Wildcat
26515,SF-paraati
26516,Ett brott
26517,Sandy Gets Her Man
26518,Amor de mis amores
26519,The Carson City Kid
26520,Enemy Agent
26521,"Oh, Johnny, How You Can Love!"
26522,Millionaire Playboy
26523,Enemies
26524,Rewi's Last Stand
26525,Texas Renegades
26526,Scatterbrain
26527,The French Way
26528,Spare a Copper
26529,Unser Fräulein Doktor
26530,Missing Ten Days
26531,Bullets for Rustlers
26532,Pacientka Dr. Hegla
26533,La comédie du bonheur
26534,The Story of Tank Commander Nishizumi
26535,Trailing Double Trouble
26536,Frontier Crusader
26537,Life Is Beautiful
26538,Behind the News
26539,"Free, Blonde and 21"
26540,Le Danube bleu
26541,Secrets of a Model
26542,She Couldn't Say No
26543,Young as You Feel
26544,Girl from God's Country
26545,Kora Terry
26546,The Quarterback
26547,Sandy Is a Lady
26548,Cristobal's Gold
26549,Manhattan Heartbeat
26550,Yakov Sverdlov
26551,Pohádka máje
26552,Married and in Love
26553,The Phantom Submarine
26554,The Crooked Road
26555,She Done Him Right
26556,Nicholas Brothers Family Home Movies
26557,Gangs of Chicago
26558,Menaces...
26559,Bercsenyi huszárok
26560,Money and the Woman
26561,Isabelita
26562,Heroes of the Saddle
26563,Sant Dnyaneshwar
26564,While Thousands Cheer
26565,Forbidden Love
26566,Aatamin puvussa - ja vähän Eevankin...
26567,Winners of the West
26568,Hold That Woman!
26569,Mystery Sea Raider
26570,Junior G-Men
26571,Americaner Shadchen
26572,Den blomstertid...
26573,Three Cockeyed Sailors
26574,Honeymoon Deferred
26575,Passport to Alcatraz
26576,Was wird hier gespielt?
26577,Blazing Six Shooters
26578,Frau nach Maß
26579,I Married Adventure
26580,Rosen in Tirol
26581,Danger Ahead
26582,Gorakhnath
26583,The Great Plane Robbery
26584,Barnet
26585,Charley's (Big-Hearted) Aunt
26586,Sorensen and Rasmussen
26587,I'm Still Alive
26588,"Dad Rudd, M.P."
26589,Pony Post
26590,Familjen Björck
26591,Tempête
26592,Rembrandt
26593,Barrister Parvateesam
26594,Dankó Pista
26595,Kojima no haru
26596,Red Roses
26597,Military Academy
26598,Hay que educar a Niní
26599,The Sagebrush Family Trails West
26600,Earl of Puddlestone
26601,Nartaki
26602,Der Feuerteufel
26603,Kleider machen Leute
26604,Wolf of New York
26605,The Wildcat of Tucson
26606,La peccatrice
26607,Rancho Grande
26608,Street of Memories
26609,Rocky Mountain Rangers
26610,Osvobozhdeniye
26611,Dark Streets of Cairo
26612,The Trail Blazers
26613,Meet the Missus
26614,Parole Fixer
26615,The Flying Squad
26616,S'Margritli und d'Soldate
26617,Comin' Round the Mountain
26618,Das sündige Dorf
26619,Zwei Welten
26620,Diamond Queen
26621,Sérénade
26622,Suotorpan tyttö
26623,Dreaming Out Loud
26624,Drums of the Desert
26625,Yesterday's Heroes
26626,Dr. O'Dowd
26627,Dananir
26628,King of the Lumberjacks
26629,El susto que Perez se llevo
26630,His Brother's Keeper
26631,Stolen Paradise
26632,Diamond Frontier
26633,Life with Henry
26634,Unelma karjamajalla
26635,Overture to Glory
26636,Dancing on a Dime
26637,Capitan Fracassa
26638,City of Chance
26639,Yukon Flight
26640,Paris New-York
26641,Ladies Must Live
26642,Chingolo
26643,Soyokaze chichi to tomo ni
26644,The Greatest Show on Earth
26645,Singin' in the Rain
26646,Umberto D.
26647,Ikiru
26648,The White Sheik
26649,Fanfan la Tulipe
26650,Sudden Fear
26651,Forbidden Games
26652,The Quiet Man
26653,High Noon
26654,Clash by Night
26655,The Iron Mistress
26656,Bend of the River
26657,The Bad and the Beautiful
26658,Ivanhoe
26659,Limelight
26660,Moulin Rouge
26661,Angels One Five
26662,Angel Face
26663,The Importance of Being Earnest
26664,Hangman's Knot
26665,Deadline - U.S.A.
26666,Fear and Desire
26667,Monkey Business
26668,Viva Zapata!
26669,Kansas City Confidential
26670,The Big Trees
26671,The Snows of Kilimanjaro
26672,The Narrow Margin
26673,Scaramouche
26674,Hans Christian Andersen
26675,The Marrying Kind
26676,So Little Time
26677,Rancho Notorious
26678,Don't Bother to Knock
26679,Room for One More
26680,Pat and Mike
26681,The Story of Robin Hood and His Merrie Men
26682,Assignment: Paris
26683,Road to Bali
26684,We're Not Married!
26685,I Believe in You
26686,Last Train from Bombay
26687,The Prisoner of Zenda
26688,My Cousin Rachel
26689,Affair in Trinidad
26690,The Crimson Pirate
26691,"Come Back, Little Sheba"
26692,The Turning Point
26693,The Big Sky
26694,Crash of Silence
26695,Walk East on Beacon!
26696,Paula
26697,Scandal Sheet
26698,Has Anybody Seen My Gal
26699,Carrie
26700,Jack and the Beanstalk
26701,Springfield Rifle
26702,The Flavor of Green Tea Over Rice
26703,"Invasion, U.S.A."
26704,Macao
26705,"Blackbeard, the Pirate"
26706,Against All Flags
26707,The Sniper
26708,Europe '51
26709,The Gentle Gunman
26710,Big Jim McLain
26711,Bwana Devil
26712,O. Henry's Full House
26713,Horizons West
26714,The White Reindeer
26715,The Thief
26716,The Member of the Wedding
26717,The Las Vegas Story
26718,5 Fingers
26719,Skirts Ahoy!
26720,The Star
26721,The Life of Oharu
26722,Island of Desire
26723,Son of Paleface
26724,The Miracle of Our Lady of Fatima
26725,Diplomatic Courier
26726,Phone Call from a Stranger
26727,Hoodlum Empire
26728,Zombies of the Stratosphere
26729,Radar Men from the Moon
26730,La tratta delle bianche
26731,April in Paris
26732,The Lawless Breed
26733,Casque d'Or
26734,This Woman Is Dangerous
26735,The World in His Arms
26736,Sailor Beware
26737,The Sound Barrier
26738,The Duel at Silver Creek
26739,If I Should Die Before I Wake
26740,"Retreat, Hell!"
26741,With a Song in My Heart
26742,The Lusty Men
26743,Red Ball Express
26744,Le Plaisir
26745,Red Planet Mars
26746,Never Open That Door
26747,The Promoter
26748,Twilight Women
26749,Tarzan's Savage Fury
26750,Crow Hollow
26751,Secrets of Women
26752,Way of a Gaucho
26753,Lone Star
26754,Okinawa
26755,Million Dollar Mermaid
26756,Ruby Gentry
26757,Park Row
26758,Tonight at 8:30
26759,The Little World of Don Camillo
26760,The Black Castle
26761,Carson City
26762,The Wild North
26763,What Price Glory
26764,The Golden Coach
26765,Love Is Better Than Ever
26766,Bela Lugosi Meets a Brooklyn Gorilla
26767,Kangaroo
26768,The Belle of New York
26769,The Outcasts of Poker Flat
26770,Outlaw Women
26771,Blackhawk: Fearless Champion of Freedom
26772,Botany Bay
26773,The Beast Must Die
26774,Lovely to Look At
26775,Flat Top
26776,Boots Malone
26777,Loan Shark
26778,The Stranger in Between
26779,Above and Beyond
26780,Montana Belle
26781,The Winning Team
26782,Eight Iron Men
26783,Belles on Their Toes
26784,The Savage
26785,The Steel Trap
26786,The Moment of Truth
26787,"Beware, My Lovely"
26788,Secret People
26789,Hellgate
26790,Stolen Face
26791,The Girl in the Bikini
26792,Cripple Creek
26793,Beauties of the Night
26794,The Paris Express
26795,Two Cents Worth of Hope
26796,Miss Robin Hood
26797,Jumping Jacks
26798,Murder Will Out
26799,She's Working Her Way Through College
26800,The Jazz Singer
26801,Man Bait
26802,Denver & Rio Grande
26803,The Holly and the Ivy
26804,Les Miserables
26805,Lost in Alaska
26806,Stars and Stripes Forever
26807,Dreamboat
26808,Just for You
26809,Rome 11:00
26810,Plymouth Adventure
26811,At Sword's Point
26812,The Seven Deadly Sins
26813,Heidi
26814,Stranger on the Prowl
26815,Bugles in the Afternoon
26816,Ghost Ship
26817,Red Skies of Montana
26818,Shin Shinaki Boobla Boo
26819,The Cimarron Kid
26820,Something to Live For
26821,The Curious Adventures of Mr. Wonderbird
26822,Ahí viene Martín Corona
26823,Mara Maru
26824,Made in Heaven
26825,Thunder in the East
26826,Son of Ali Baba
26827,The Merry Widow
26828,The Sellout
26829,Androcles and the Lion
26830,Carbine Williams
26831,My Son John
26832,Glory at Sea
26833,The Machine to Kill Bad People
26834,Lydia Bailey
26835,Parasakthi
26836,La miel se fue de la luna
26837,Glory Alley
26838,One Minute to Zero
26839,Japanese War Bride
26840,Night Falls
26841,Pony Soldier
26842,Manon des sources
26843,Totò a colori
26844,Mi esposa y la otra
26845,The Green Glove
26846,The Pickwick Papers
26847,Bombay Waterfront
26848,Mother
26849,The Witch
26850,Abbott and Costello Meet Captain Kidd
26851,Chained for Life
26852,Strange Fascination
26853,Children of Hiroshima
26854,El beisbolista fenómeno
26855,Talk About a Stranger
26856,Here Come the Nelsons
26857,California Conquest
26858,Red Snow
26859,A Girl in Every Port
26860,Mexican Bus Ride
26861,Flaming Feather
26862,I Dream of Jeanie
26863,Vampire Over London
26864,Ride the Man Down
26865,We Are All Murderers
26866,Because You're Mine
26867,Because of You
26868,Rose of Cimarron
26869,The Golden Hawk
26870,Bonzo Goes to College
26871,The Frightened Man
26872,La petite Aurore l'enfant martyre
26873,Fargo
26874,Nez de cuir
26875,Trent's Last Case
26876,The Emperor and the Golem
26877,Baiju Bawra
26878,The San Francisco Story
26879,Mutiny
26880,Vacanze col gangster
26881,The Battle at Apache Pass
26882,Untamed Women
26883,For Men Only
26884,"The Rough, Tough West"
26885,Captain Pirate
26886,"Wait Till the Sun Shines, Nellie"
26887,Outpost in Malaya
26888,Himitsu
26889,The Half-Breed
26890,Operation Secret
26891,It Grows on Trees
26892,The Proud Princess
26893,Lure of the Wilderness
26894,The Snow Maiden
26895,Alraune
26896,Castle in the Air
26897,Lightning
26898,13 East Street
26899,Hammer the Toff
26900,Night Without Sleep
26901,Drakula Istanbul'da
26902,My Man and I
26903,El mártir del Calvario
26904,Bloodhounds of Broadway
26905,Lady in the Iron Mask
26906,The Atomic City
26907,Babes in Bagdad
26908,Scotland Yard Inspector
26909,The Savage Princess
26910,Untamed Frontier
26911,The Trap
26912,The Truth About Bebe Donge
26913,The Captive City
26914,This Is Cinerama
26915,The Queen of Sheba
26916,Un rincón cerca del cielo
26917,El rebozo de Soledad
26918,El enamorado
26919,Dos caras tiene el destino
26920,The Raiders
26921,The Brigand
26922,The Happy Time
26923,Invitation
26924,Battles of Chief Pontiac
26925,Kid Monk Baroni
26926,The Ringer
26927,Without Warning!
26928,Hong Kong
26929,When in Rome
26930,Return of the Texan
26931,Murder on Monday
26932,Flottare med färg
26933,The Pathfinder
26934,The Devil Makes Three
26935,Por ellas aunque mal paguen
26936,The Assassin
26937,Brave Warrior
26938,El derecho de nacer
26939,Three Girls from Rome
26940,"Stop, You're Killing Me"
26941,No Room for the Groom
26942,The Four Poster
26943,Holiday Week
26944,Totò e le donne
26945,Francis Goes to West Point
26946,Thief of Damascus
26947,Ena votsalo sti limni...
26948,The Treasure of Lost Canyon
26949,My Six Convicts
26950,Burlesque in Hawaii
26951,Captive Women
26952,Caribbean
26953,Just This Once
26954,Chhatrapati Shivaji
26955,A Woman Without Love
26956,Down Among the Sheltering Palms
26957,Violetas imperiales
26958,Navajo
26959,Folly to Be Wise
26960,Scarlet Angel
26961,Where's Charley?
26962,The Story of Will Rogers
26963,Crazy for Love
26964,Oklahoma Annie
26965,Ma and Pa Kettle at the Fair
26966,The Jungle
26967,Forbidden Fruit
26968,Something for the Birds
26969,Desperate Search
26970,The Rose Bowl Story
26971,The Legend of the Lone Ranger
26972,The Overcoat
26973,Aladdin and His Lamp
26974,Mr. Lord Says No
26975,La mentira
26976,Dead on Course
26977,Thunderbirds
26978,Sensualita
26979,The Brave Don't Cry
26980,Meet Danny Wilson
26981,Anything Can Happen
26982,Wagons West
26983,Toughest Man in Arizona
26984,The Pride of St. Louis
26985,Yankee Buccaneer
26986,Judgment Deferred
26987,Daag
26988,Ma and Pa Kettle on Vacation
26989,The Girl in White
26990,Rangili
26991,Víctimas del divorcio
26992,Holiday for Henrietta
26993,Off Limits
26994,Torpedo Alley
26995,Doña Francisquita
26996,The Night Won't Talk
26997,Never Look Back
26998,Indian Uprising
26999,Aaron Slick from Punkin Crick
27000,Washington Story
27001,The Inspector-General
27002,Pod igoto
27003,Rainbow 'Round My Shoulder
27004,Wife for a Night
27005,Battle Zone
27006,Vendetta of a Samurai
27007,Fearless Fagan
27008,The Ring
27009,Young Man with Ideas
27010,Just Across the Street
27011,I'll Get You
27012,Blue Canadian Rockies
27013,Flesh and Fury
27014,The Respectful Whore
27015,His Excellency
27016,Toxi
27017,El bombero atómico
27018,The Kid from Broken Gun
27019,Sangdil
27020,Captain Scarlett
27021,Dark River
27022,The Fighter
27023,The Old West
27024,Kanun Namina
27025,Curtain Up
27026,Son of Geronimo: Apache Avenger
27027,1. April 2000
27028,Jungle Jim in the Forbidden Land
27029,Ahora soy rico
27030,Apache War Smoke
27031,Tread Softly
27032,Down Among the Z Men
27033,Monsoon
27034,Face to Face
27035,Models Inc.
27036,To minutter for sent
27037,Confidence Girl
27038,Drömsemester
27039,Love Island
27040,"Música, mujeres y amor"
27041,My Pal Gus
27042,Shadow in the Sky
27043,Les loups chassent la nuit
27044,Everything I Have Is Yours
27045,El luchador fenómeno
27046,Anita Garibaldi
27047,Mujeres sacrificadas
27048,Si yo fuera diputado
27049,Times Gone By
27050,Los hijos de María Morales
27051,Hurricane Smith
27052,Death of an Angel
27053,Back at the Front
27054,El túnel
27055,Derby Day
27056,Somebody Loves Me
27057,Mademoiselle Gobete
27058,The Hour of 13
27059,Vi arme syndere
27060,Sally and Saint Anne
27061,Im Weissen Rössl
27062,The Thief of Bagdad
27063,Montana Territory
27064,The Passionate Sentry
27065,About Face
27066,Maa
27067,Brandy for the Parson
27068,The Hundred Hour Hunt
27069,Colorado Sundown
27070,"Time, Gentlemen, Please!"
27071,Acapulco
27072,Penny Princess
27073,Woman of the North Country
27074,My Wife's Best Friend
27075,The Secret Conclave
27076,Hiawatha
27077,Whispering Smith vs. Scotland Yard
27078,Breakdown
27079,My Wife's Lodger
27080,Illusion in Moll
27081,Desert Passage
27082,Actors and Sin
27083,Bachelor in Paris
27084,The Caretaker's Daughter
27085,The Dream of Zorro
27086,Man of Music
27087,Something Money Can't Buy
27088,Arctic Flight
27089,La noche es nuestra
27090,Inganno
27091,El ceniciento
27092,Private Information
27093,The First Time
27094,Affair in Monte Carlo
27095,Procès au Vatican
27096,Captain Thunderbolt
27097,Das Land des Lächelns
27098,Waco
27099,Latuko
27100,Scorching Fury
27101,Plume au vent
27102,The Gambler and the Lady
27103,Sound Off
27104,Steel Town
27105,Cattle Town
27106,Yavuz Sultan Selim agliyor
27107,Rayya wa Sakinah
27108,Striptease Girl
27109,Istanbul
27110,The City Stands Trial
27111,La favorita
27112,A Treasure on Bird Island
27113,'B' Girl Rhapsody
27114,Un gallo en corral ajeno
27115,The Blazing Forest
27116,Il brigante di Tacca del Lupo
27117,Vihar
27118,The WAC from Walla Walla
27119,Bronco Buster
27120,Mr. Potts Goes to Moscow
27121,You're Only Young Twice
27122,Circumstantial Evidence
27123,Wagon Team
27124,The Wind Blows Twice
27125,"Lola, la piconera"
27126,Three for Bedroom C
27127,Poonam
27128,I Was It Three Times
27129,Sai da Frente
27130,Taong Paniki
27131,May Night
27132,Desert Pursuit
27133,Desperate Decision
27134,Semmelweis
27135,Bomba and the Jungle Girl
27136,Amber
27137,Nødlanding
27138,That's How My Life Ended
27139,Canyon Ambush
27140,Night Stage to Galveston
27141,Lahn al khouloud
